,mz.org.selv,selv-v3-fulfillment-extension,1.0.1,2021-04-02 08:07      3674,,https://repo1.maven.org/maven2/mz/org/selv/selv-v3-fulfillment-extension/1.0.1/selv-v3-fulfillment-extension-1.0.1.jar
,network.oxalis,oxalis-document-sniffer,5.2.0,2022-05-25 19:09     26943,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.2.0/oxalis-document-sniffer-5.2.0.jar
,network.oxalis,oxalis-document-sniffer,5.1.0,2022-03-19 09:51     26944,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.1.0/oxalis-document-sniffer-5.1.0.jar
,network.oxalis,oxalis-document-sniffer,5.0.8,2022-02-08 12:41     26945,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.8/oxalis-document-sniffer-5.0.8.jar
,network.oxalis,oxalis-document-sniffer,5.0.7,2022-01-07 11:08     26944,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.7/oxalis-document-sniffer-5.0.7.jar
,network.oxalis,oxalis-document-sniffer,5.0.6,2021-12-12 12:49     26946,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.6/oxalis-document-sniffer-5.0.6.jar
,network.oxalis,oxalis-document-sniffer,5.0.5,2021-08-08 12:08     26944,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.5/oxalis-document-sniffer-5.0.5.jar
,network.oxalis,oxalis-document-sniffer,5.0.3,2021-06-20 05:09     26944,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.3/oxalis-document-sniffer-5.0.3.jar
,network.oxalis,oxalis-document-sniffer,5.0.2,2021-06-19 08:16     26944,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.2/oxalis-document-sniffer-5.0.2.jar
,network.oxalis,oxalis-document-sniffer,5.0.1,2021-05-12 16:07     26943,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.1/oxalis-document-sniffer-5.0.1.jar
,network.oxalis,oxalis-document-sniffer,5.0.0.RC1,2021-02-24 17:33     26948,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.0.RC1/oxalis-document-sniffer-5.0.0.RC1.jar
,network.oxalis,oxalis-document-sniffer,5.0.0-RC4,2021-03-15 14:59     26950,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.0-RC4/oxalis-document-sniffer-5.0.0-RC4.jar
,network.oxalis,oxalis-document-sniffer,5.0.0-RC3,2021-03-15 08:17     26949,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.0-RC3/oxalis-document-sniffer-5.0.0-RC3.jar
,network.oxalis,oxalis-document-sniffer,5.0.0,2021-03-20 14:20     26939,,https://repo1.maven.org/maven2/network/oxalis/oxalis-document-sniffer/5.0.0/oxalis-document-sniffer-5.0.0.jar
,network.oxalis,oxalis-commons,6.2.0,2023-10-14 19:28    110885,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.2.0/oxalis-commons-6.2.0.jar
,network.oxalis,oxalis-commons,6.1.1,2023-09-24 16:33    110886,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.1.1/oxalis-commons-6.1.1.jar
,network.oxalis,oxalis-commons,6.0.0.RC1,2023-04-09 12:44    110892,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.0.0.RC1/oxalis-commons-6.0.0.RC1.jar
,network.oxalis,oxalis-commons,6.0.0-RC3,2023-05-11 19:10    110893,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.0.0-RC3/oxalis-commons-6.0.0-RC3.jar
,network.oxalis,oxalis-commons,6.0.0-RC2,2023-04-09 17:14    110893,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.0.0-RC2/oxalis-commons-6.0.0-RC2.jar
,network.oxalis,oxalis-commons,6.0.0,2023-06-18 10:38    110884,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/6.0.0/oxalis-commons-6.0.0.jar
,network.oxalis,oxalis-commons,5.5.0,2023-01-02 15:39    111592,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.5.0/oxalis-commons-5.5.0.jar
,network.oxalis,oxalis-commons,5.4.0,2022-08-02 15:18    112904,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.4.0/oxalis-commons-5.4.0.jar
,network.oxalis,oxalis-commons,5.3.0,2022-06-12 15:24    112935,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.3.0/oxalis-commons-5.3.0.jar
,network.oxalis,oxalis-commons,5.2.0,2022-05-25 19:08    112934,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.2.0/oxalis-commons-5.2.0.jar
,network.oxalis,oxalis-commons,5.1.0,2022-03-19 09:50    112934,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.1.0/oxalis-commons-5.1.0.jar
,network.oxalis,oxalis-commons,5.0.8,2022-02-08 12:40    112935,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.8/oxalis-commons-5.0.8.jar
,network.oxalis,oxalis-commons,5.0.7,2022-01-07 11:07    112936,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.7/oxalis-commons-5.0.7.jar
,network.oxalis,oxalis-commons,5.0.6,2021-12-12 12:48    112936,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.6/oxalis-commons-5.0.6.jar
,network.oxalis,oxalis-commons,5.0.5,2021-08-08 12:07    112936,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.5/oxalis-commons-5.0.5.jar
,network.oxalis,oxalis-commons,5.0.3,2021-06-20 05:08    112632,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.3/oxalis-commons-5.0.3.jar
,network.oxalis,oxalis-commons,5.0.2,2021-06-19 08:15    112633,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.2/oxalis-commons-5.0.2.jar
,network.oxalis,oxalis-commons,5.0.1,2021-05-12 16:06    112632,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.1/oxalis-commons-5.0.1.jar
,network.oxalis,oxalis-commons,5.0.0.RC1,2021-02-24 17:32    112329,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.0.RC1/oxalis-commons-5.0.0.RC1.jar
,network.oxalis,oxalis-commons,5.0.0-RC4,2021-03-15 14:58    112640,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.0-RC4/oxalis-commons-5.0.0-RC4.jar
,network.oxalis,oxalis-commons,5.0.0-RC3,2021-03-15 08:16    112640,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.0-RC3/oxalis-commons-5.0.0-RC3.jar
,network.oxalis,oxalis-commons,5.0.0,2021-03-20 14:19    112630,,https://repo1.maven.org/maven2/network/oxalis/oxalis-commons/5.0.0/oxalis-commons-5.0.0.jar
,network.oxalis,oxalis-as4,6.2.0,2023-10-14 21:05    671671,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.2.0/oxalis-as4-6.2.0.jar
,network.oxalis,oxalis-as4,6.1.1,2023-09-24 18:40    671606,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.1.1/oxalis-as4-6.1.1.jar
,network.oxalis,oxalis-as4,6.0.0-RC3,2023-05-11 20:12    671531,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.0.0-RC3/oxalis-as4-6.0.0-RC3.jar
,network.oxalis,oxalis-as4,6.0.0-RC2,2023-04-09 17:54    671533,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.0.0-RC2/oxalis-as4-6.0.0-RC2.jar
,network.oxalis,oxalis-as4,6.0.0-RC1,2023-04-09 14:27    671538,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.0.0-RC1/oxalis-as4-6.0.0-RC1.jar
,network.oxalis,oxalis-as4,6.0.0,2023-06-18 12:12    671539,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/6.0.0/oxalis-as4-6.0.0.jar
,network.oxalis,oxalis-as4,5.5.0,2023-01-03 06:16    671011,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.5.0/oxalis-as4-5.5.0.jar
,network.oxalis,oxalis-as4,5.4.0,2022-08-02 16:35    676930,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.4.0/oxalis-as4-5.4.0.jar
,network.oxalis,oxalis-as4,5.3.0,2022-06-12 16:17    676943,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.3.0/oxalis-as4-5.3.0.jar
,network.oxalis,oxalis-as4,5.2.0,2022-05-25 20:18    676953,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.2.0/oxalis-as4-5.2.0.jar
,network.oxalis,oxalis-as4,5.1.0,2022-03-19 11:06    676856,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.1.0/oxalis-as4-5.1.0.jar
,network.oxalis,oxalis-as4,5.0.6,2022-02-08 15:06    676863,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.6/oxalis-as4-5.0.6.jar
,network.oxalis,oxalis-as4,5.0.5,2022-01-07 13:26    676853,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.5/oxalis-as4-5.0.5.jar
,network.oxalis,oxalis-as4,5.0.4,2021-12-12 13:46    676857,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.4/oxalis-as4-5.0.4.jar
,network.oxalis,oxalis-as4,5.0.3,2021-08-08 12:59    676855,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.3/oxalis-as4-5.0.3.jar
,network.oxalis,oxalis-as4,5.0.2,2021-06-20 16:31    676860,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.2/oxalis-as4-5.0.2.jar
,network.oxalis,oxalis-as4,5.0.1,2021-05-13 05:47    676850,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.1/oxalis-as4-5.0.1.jar
,network.oxalis,oxalis-as4,5.0.0.RC1,2021-02-25 03:22    676857,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.0.RC1/oxalis-as4-5.0.0.RC1.jar
,network.oxalis,oxalis-as4,5.0.0-RC4,2021-03-15 16:25    676870,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.0-RC4/oxalis-as4-5.0.0-RC4.jar
,network.oxalis,oxalis-as4,5.0.0-RC3,2021-03-15 12:45    676867,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.0-RC3/oxalis-as4-5.0.0-RC3.jar
,network.oxalis,oxalis-as4,5.0.0-RC2,2021-03-15 12:01    676871,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.0-RC2/oxalis-as4-5.0.0-RC2.jar
,network.oxalis,oxalis-as4,5.0.0,2021-03-20 16:16    676848,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as4/5.0.0/oxalis-as4-5.0.0.jar
,network.oxalis,oxalis-as2,6.2.0,2023-10-14 19:29     76987,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.2.0/oxalis-as2-6.2.0.jar
,network.oxalis,oxalis-as2,6.1.1,2023-09-24 16:33     76988,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.1.1/oxalis-as2-6.1.1.jar
,network.oxalis,oxalis-as2,6.0.0.RC1,2023-04-09 12:45     76993,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.0.0.RC1/oxalis-as2-6.0.0.RC1.jar
,network.oxalis,oxalis-as2,6.0.0-RC3,2023-05-11 19:11     76995,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.0.0-RC3/oxalis-as2-6.0.0-RC3.jar
,network.oxalis,oxalis-as2,6.0.0-RC2,2023-04-09 17:14     76995,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.0.0-RC2/oxalis-as2-6.0.0-RC2.jar
,network.oxalis,oxalis-as2,6.0.0,2023-06-18 10:39     76985,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/6.0.0/oxalis-as2-6.0.0.jar
,network.oxalis,oxalis-as2,5.5.0,2023-01-02 15:40     76232,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.5.0/oxalis-as2-5.5.0.jar
,network.oxalis,oxalis-as2,5.4.0,2022-08-02 15:19     77001,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.4.0/oxalis-as2-5.4.0.jar
,network.oxalis,oxalis-as2,5.3.0,2022-06-12 15:25     76904,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.3.0/oxalis-as2-5.3.0.jar
,network.oxalis,oxalis-as2,5.2.0,2022-05-25 19:09     76903,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.2.0/oxalis-as2-5.2.0.jar
,network.oxalis,oxalis-as2,5.1.0,2022-03-19 09:51     76851,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.1.0/oxalis-as2-5.1.0.jar
,network.oxalis,oxalis-as2,5.0.8,2022-02-08 12:40     76853,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.8/oxalis-as2-5.0.8.jar
,network.oxalis,oxalis-as2,5.0.7,2022-01-07 11:08     76852,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.7/oxalis-as2-5.0.7.jar
,network.oxalis,oxalis-as2,5.0.6,2021-12-12 12:49     76852,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.6/oxalis-as2-5.0.6.jar
,network.oxalis,oxalis-as2,5.0.5,2021-08-08 12:07     76853,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.5/oxalis-as2-5.0.5.jar
,network.oxalis,oxalis-as2,5.0.3,2021-06-20 05:09     76851,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.3/oxalis-as2-5.0.3.jar
,network.oxalis,oxalis-as2,5.0.2,2021-06-19 08:16     76853,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.2/oxalis-as2-5.0.2.jar
,network.oxalis,oxalis-as2,5.0.1,2021-05-12 16:06     76852,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.1/oxalis-as2-5.0.1.jar
,network.oxalis,oxalis-as2,5.0.0.RC1,2021-02-24 17:33     76857,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.0.RC1/oxalis-as2-5.0.0.RC1.jar
,network.oxalis,oxalis-as2,5.0.0-RC4,2021-03-15 14:59     76859,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.0-RC4/oxalis-as2-5.0.0-RC4.jar
,network.oxalis,oxalis-as2,5.0.0-RC3,2021-03-15 08:17     76859,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.0-RC3/oxalis-as2-5.0.0-RC3.jar
,network.oxalis,oxalis-as2,5.0.0,2021-03-20 14:19     76849,,https://repo1.maven.org/maven2/network/oxalis/oxalis-as2/5.0.0/oxalis-as2-5.0.0.jar
,network.oxalis,oxalis-api,6.2.0,2023-10-14 19:27     35425,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.2.0/oxalis-api-6.2.0.jar
,network.oxalis,oxalis-api,6.1.1,2023-09-24 16:32     35429,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.1.1/oxalis-api-6.1.1.jar
,network.oxalis,oxalis-api,6.0.0.RC1,2023-04-09 12:43     35437,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.0.0.RC1/oxalis-api-6.0.0.RC1.jar
,network.oxalis,oxalis-api,6.0.0-RC3,2023-05-11 19:10     35441,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.0.0-RC3/oxalis-api-6.0.0-RC3.jar
,network.oxalis,oxalis-api,6.0.0-RC2,2023-04-09 17:13     35440,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.0.0-RC2/oxalis-api-6.0.0-RC2.jar
,network.oxalis,oxalis-api,6.0.0,2023-06-18 10:38     35424,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/6.0.0/oxalis-api-6.0.0.jar
,network.oxalis,oxalis-api,5.5.0,2023-01-02 15:39     35677,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.5.0/oxalis-api-5.5.0.jar
,network.oxalis,oxalis-api,5.4.0,2022-08-02 15:18     36706,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.4.0/oxalis-api-5.4.0.jar
,network.oxalis,oxalis-api,5.3.0,2022-06-12 15:24     36703,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.3.0/oxalis-api-5.3.0.jar
,network.oxalis,oxalis-api,5.2.0,2022-05-25 19:08     36709,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.2.0/oxalis-api-5.2.0.jar
,network.oxalis,oxalis-api,5.1.0,2022-03-19 09:50     36704,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.1.0/oxalis-api-5.1.0.jar
,network.oxalis,oxalis-api,5.0.8,2022-02-08 12:39     36706,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.8/oxalis-api-5.0.8.jar
,network.oxalis,oxalis-api,5.0.7,2022-01-07 11:07     36709,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.7/oxalis-api-5.0.7.jar
,network.oxalis,oxalis-api,5.0.6,2021-12-12 12:48     36701,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.6/oxalis-api-5.0.6.jar
,network.oxalis,oxalis-api,5.0.5,2021-08-08 12:06     36709,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.5/oxalis-api-5.0.5.jar
,network.oxalis,oxalis-api,5.0.3,2021-06-20 05:08     36663,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.3/oxalis-api-5.0.3.jar
,network.oxalis,oxalis-api,5.0.2,2021-06-19 08:15     36669,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.2/oxalis-api-5.0.2.jar
,network.oxalis,oxalis-api,5.0.1,2021-05-12 16:05     36660,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.1/oxalis-api-5.0.1.jar
,network.oxalis,oxalis-api,5.0.0.RC1,2021-02-24 17:32     36673,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.0.RC1/oxalis-api-5.0.0.RC1.jar
,network.oxalis,oxalis-api,5.0.0-RC4,2021-03-15 14:58     36676,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.0-RC4/oxalis-api-5.0.0-RC4.jar
,network.oxalis,oxalis-api,5.0.0-RC3,2021-03-15 08:16     36680,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.0-RC3/oxalis-api-5.0.0-RC3.jar
,network.oxalis,oxalis-api,5.0.0,2021-03-20 14:18     36658,,https://repo1.maven.org/maven2/network/oxalis/oxalis-api/5.0.0/oxalis-api-5.0.0.jar
,network.oxalis.commons,commons-certvalidator,4.0.0,2023-04-08 12:22    145228,,https://repo1.maven.org/maven2/network/oxalis/commons/commons-certvalidator/4.0.0/commons-certvalidator-4.0.0.jar
,network.oxalis.commons,commons-certvalidator,3.1.0,2023-01-02 11:44    143901,,https://repo1.maven.org/maven2/network/oxalis/commons/commons-certvalidator/3.1.0/commons-certvalidator-3.1.0.jar
,network.oxalis.commons,commons-certvalidator,3.0.0-RC1,2022-07-22 15:48    142176,,https://repo1.maven.org/maven2/network/oxalis/commons/commons-certvalidator/3.0.0-RC1/commons-certvalidator-3.0.0-RC1.jar
,network.oxalis.commons,commons-certvalidator,3.0.0,2022-07-29 13:17    142164,,https://repo1.maven.org/maven2/network/oxalis/commons/commons-certvalidator/3.0.0/commons-certvalidator-3.0.0.jar
,network.nerve,nerve-sdk4j,1.2.5,2022-03-31 01:20    507553,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.5/nerve-sdk4j-1.2.5.jar
,network.nerve,nerve-sdk4j,1.2.4,2022-02-01 04:32    505775,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.4/nerve-sdk4j-1.2.4.jar
,network.nerve,nerve-sdk4j,1.2.3,2022-01-29 13:13    505771,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.3/nerve-sdk4j-1.2.3.jar
,network.nerve,nerve-sdk4j,1.2.2,2022-01-29 09:08    505603,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.2/nerve-sdk4j-1.2.2.jar
,network.nerve,nerve-sdk4j,1.2.1,2021-09-03 06:18    504747,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.1/nerve-sdk4j-1.2.1.jar
,network.nerve,nerve-sdk4j,1.2.0-android,2021-09-03 06:12    504761,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.0-android/nerve-sdk4j-1.2.0-android.jar
,network.nerve,nerve-sdk4j,1.2.0-BETA,2021-07-12 03:48    504209,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.0-BETA/nerve-sdk4j-1.2.0-BETA.jar
,network.nerve,nerve-sdk4j,1.2.0,2021-08-09 07:10    504195,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.2.0/nerve-sdk4j-1.2.0.jar
,network.nerve,nerve-sdk4j,1.1.0-android,2021-06-09 10:07    499746,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.1.0-android/nerve-sdk4j-1.1.0-android.jar
,network.nerve,nerve-sdk4j,1.1.0,2021-06-09 10:16    499706,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.1.0/nerve-sdk4j-1.1.0.jar
,network.nerve,nerve-sdk4j,1.0.7-BETA,2021-01-20 16:19    500603,,https://repo1.maven.org/maven2/network/nerve/nerve-sdk4j/1.0.7-BETA/nerve-sdk4j-1.0.7-BETA.jar
,network.nerve,heterogeneous-tool,1.2.0-android,2021-09-03 05:42    111945,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.2.0-android/heterogeneous-tool-1.2.0-android.jar
,network.nerve,heterogeneous-tool,1.2.0,2021-09-03 05:38    111953,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.2.0/heterogeneous-tool-1.2.0.jar
,network.nerve,heterogeneous-tool,1.1.2-android,2021-06-24 04:15     62461,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.2-android/heterogeneous-tool-1.1.2-android.jar
,network.nerve,heterogeneous-tool,1.1.2,2021-06-21 07:17     62505,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.2/heterogeneous-tool-1.1.2.jar
,network.nerve,heterogeneous-tool,1.1.1-android,2021-06-21 07:09     62407,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.1-android/heterogeneous-tool-1.1.1-android.jar
,network.nerve,heterogeneous-tool,1.1.1,2021-06-09 11:29     62239,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.1/heterogeneous-tool-1.1.1.jar
,network.nerve,heterogeneous-tool,1.1.0-android,2021-06-09 11:37     62149,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.0-android/heterogeneous-tool-1.1.0-android.jar
,network.nerve,heterogeneous-tool,1.1.0,2021-06-09 10:49     62911,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.1.0/heterogeneous-tool-1.1.0.jar
,network.nerve,heterogeneous-tool,1.0.8-android-BETA,2021-01-21 07:17     68753,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.0.8-android-BETA/heterogeneous-tool-1.0.8-android-BETA.jar
,network.nerve,heterogeneous-tool,1.0.8-BETA,2021-01-21 07:33     68710,,https://repo1.maven.org/maven2/network/nerve/heterogeneous-tool/1.0.8-BETA/heterogeneous-tool-1.0.8-BETA.jar
,network.mysterium,terms,0.0.50,2022-08-02 09:42     20556,,https://repo1.maven.org/maven2/network/mysterium/terms/0.0.50/terms-0.0.50.jar
,network.mysterium,terms,0.0.49,2022-07-08 11:43     20559,,https://repo1.maven.org/maven2/network/mysterium/terms/0.0.49/terms-0.0.49.jar
,network.idu.acapy,aries-client-python,0.7.9,2021-10-01 10:10   1441556,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.9/aries-client-python-0.7.9.jar
,network.idu.acapy,aries-client-python,0.7.8,2021-09-23 15:39   1443808,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.8/aries-client-python-0.7.8.jar
,network.idu.acapy,aries-client-python,0.7.7,2021-09-21 11:05   1437448,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.7/aries-client-python-0.7.7.jar
,network.idu.acapy,aries-client-python,0.7.6,2021-09-03 15:43   1410771,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.6/aries-client-python-0.7.6.jar
,network.idu.acapy,aries-client-python,0.7.5,2021-08-26 15:09   1396849,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.5/aries-client-python-0.7.5.jar
,network.idu.acapy,aries-client-python,0.7.4,2021-08-25 15:25   1392616,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.4/aries-client-python-0.7.4.jar
,network.idu.acapy,aries-client-python,0.7.33,2022-12-02 12:44   1714322,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.33/aries-client-python-0.7.33.jar
,network.idu.acapy,aries-client-python,0.7.32,2022-10-31 09:45   1706859,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.32/aries-client-python-0.7.32.jar
,network.idu.acapy,aries-client-python,0.7.31,2022-10-14 13:26   1704550,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.31/aries-client-python-0.7.31.jar
,network.idu.acapy,aries-client-python,0.7.30,2022-10-06 13:39   1703650,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.30/aries-client-python-0.7.30.jar
,network.idu.acapy,aries-client-python,0.7.3,2021-08-24 10:18   1390166,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.3/aries-client-python-0.7.3.jar
,network.idu.acapy,aries-client-python,0.7.29,2022-08-30 15:43   1684593,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.29/aries-client-python-0.7.29.jar
,network.idu.acapy,aries-client-python,0.7.28,2022-08-19 14:36   1682122,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.28/aries-client-python-0.7.28.jar
,network.idu.acapy,aries-client-python,0.7.27,2022-08-09 13:14   1662446,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.27/aries-client-python-0.7.27.jar
,network.idu.acapy,aries-client-python,0.7.26,2022-07-21 10:12   1653312,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.26/aries-client-python-0.7.26.jar
,network.idu.acapy,aries-client-python,0.7.25,2022-07-01 08:39   1649228,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.25/aries-client-python-0.7.25.jar
,network.idu.acapy,aries-client-python,0.7.24,2022-05-27 13:21   1558021,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.24/aries-client-python-0.7.24.jar
,network.idu.acapy,aries-client-python,0.7.23,2022-02-28 11:52   1469985,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.23/aries-client-python-0.7.23.jar
,network.idu.acapy,aries-client-python,0.7.22,2022-02-21 12:25   1469422,,https://repo1.maven.org/maven2/network/idu/acapy/aries-client-python/0.7.22/aries-client-python-0.7.22.jar
