,HTTPClient,HTTPClient,0.3-3,2005-09-21 03:35    733741,,https://repo1.maven.org/maven2/HTTPClient/HTTPClient/0.3-3/HTTPClient-0.3-3.jar
,app.moviebase,streaming-api,1.0.5,2022-10-28 11:06      8621,,https://repo1.maven.org/maven2/app/moviebase/streaming-api/1.0.5/streaming-api-1.0.5.jar
,app.moviebase,streaming-api,1.0.4,2022-10-28 11:12      8621,,https://repo1.maven.org/maven2/app/moviebase/streaming-api/1.0.4/streaming-api-1.0.4.jar
,app.moviebase,movie-providers-jvm,1.1.1,2023-04-21 07:50    123401,,https://repo1.maven.org/maven2/app/moviebase/movie-providers-jvm/1.1.1/movie-providers-jvm-1.1.1.jar
,app.moviebase,movie-providers-jvm,1.1.0,2023-03-28 14:55    123041,,https://repo1.maven.org/maven2/app/moviebase/movie-providers-jvm/1.1.0/movie-providers-jvm-1.1.0.jar
,app.moviebase,movie-providers-jvm,1.0.0,2022-10-28 12:46    122109,,https://repo1.maven.org/maven2/app/moviebase/movie-providers-jvm/1.0.0/movie-providers-jvm-1.0.0.jar
,app.moviebase,movie-providers-js,1.0.0,2022-10-28 12:47     66055,,https://repo1.maven.org/maven2/app/moviebase/movie-providers-js/1.0.0/movie-providers-js-1.0.0.jar
,app.moviebase,movie-providers,1.1.1,2023-04-21 07:50     18278,,https://repo1.maven.org/maven2/app/moviebase/movie-providers/1.1.1/movie-providers-1.1.1.jar
,app.moviebase,movie-providers,1.1.0,2023-03-28 14:55     18280,,https://repo1.maven.org/maven2/app/moviebase/movie-providers/1.1.0/movie-providers-1.1.0.jar
,app.moviebase,movie-providers,1.0.0,2022-10-28 12:47     18237,,https://repo1.maven.org/maven2/app/moviebase/movie-providers/1.0.0/movie-providers-1.0.0.jar
,app.moreo,ultimate-color-library-core,unspecified,2023-06-18 19:01     44380,,https://repo1.maven.org/maven2/app/moreo/ultimate-color-library-core/unspecified/ultimate-color-library-core-unspecified.jar
,app.moreo,ultimate-color-library-core,0.0.6-alpha,2023-06-19 10:28     44380,,https://repo1.maven.org/maven2/app/moreo/ultimate-color-library-core/0.0.6-alpha/ultimate-color-library-core-0.0.6-alpha.jar
,app.moreo,ultimate-color-library-bukkit,unspecified,2023-06-18 19:01      2261,,https://repo1.maven.org/maven2/app/moreo/ultimate-color-library-bukkit/unspecified/ultimate-color-library-bukkit-unspecified.jar
,app.moreo,ultimate-color-library-bukkit,0.0.6-alpha,2023-06-19 10:29      2261,,https://repo1.maven.org/maven2/app/moreo/ultimate-color-library-bukkit/0.0.6-alpha/ultimate-color-library-bukkit-0.0.6-alpha.jar
,app.microkit,microkit-java-server-sdk,1.0.4,2022-11-30 14:24     47043,,https://repo1.maven.org/maven2/app/microkit/microkit-java-server-sdk/1.0.4/microkit-java-server-sdk-1.0.4.jar
,app.microkit,microkit-java-server-sdk,1.0.3,2022-11-30 12:40     46924,,https://repo1.maven.org/maven2/app/microkit/microkit-java-server-sdk/1.0.3/microkit-java-server-sdk-1.0.3.jar
,app.microkit,microkit-java-server-sdk,1.0.2,2022-11-29 15:39     47199,,https://repo1.maven.org/maven2/app/microkit/microkit-java-server-sdk/1.0.2/microkit-java-server-sdk-1.0.2.jar
,app.microkit,microkit-java-server-sdk,1.0.1,2022-11-29 07:48     47054,,https://repo1.maven.org/maven2/app/microkit/microkit-java-server-sdk/1.0.1/microkit-java-server-sdk-1.0.1.jar
,app.microkit,microkit-java-server-sdk,1.0.0,2022-11-28 14:58      5203,,https://repo1.maven.org/maven2/app/microkit/microkit-java-server-sdk/1.0.0/microkit-java-server-sdk-1.0.0.jar
,app.kntrl,client,0.9,2022-10-31 19:40   1051030,,https://repo1.maven.org/maven2/app/kntrl/client/0.9/client-0.9.jar
,app.kntrl,client,0.10.0,2022-11-13 20:55   1213107,,https://repo1.maven.org/maven2/app/kntrl/client/0.10.0/client-0.10.0.jar
,app.knock.api,knock-client,0.2.9,2023-10-02 16:50    210814,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.9/knock-client-0.2.9.jar
,app.knock.api,knock-client,0.2.8,2023-08-10 22:19    203922,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.8/knock-client-0.2.8.jar
,app.knock.api,knock-client,0.2.7,2023-06-06 18:20    203864,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.7/knock-client-0.2.7.jar
,app.knock.api,knock-client,0.2.6,2023-05-29 14:49    178190,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.6/knock-client-0.2.6.jar
,app.knock.api,knock-client,0.2.5,2023-05-24 17:12    178176,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.5/knock-client-0.2.5.jar
,app.knock.api,knock-client,0.2.4,2023-05-09 21:37    178010,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.4/knock-client-0.2.4.jar
,app.knock.api,knock-client,0.2.3,2023-04-10 15:57    148461,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.3/knock-client-0.2.3.jar
,app.knock.api,knock-client,0.2.2,2022-12-22 17:24    146391,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.2/knock-client-0.2.2.jar
,app.knock.api,knock-client,0.2.1,2022-07-18 19:59    145936,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.1/knock-client-0.2.1.jar
,app.knock.api,knock-client,0.2.0,2022-07-08 17:36    136204,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.2.0/knock-client-0.2.0.jar
,app.knock.api,knock-client,0.1.1,2022-07-07 22:38    136391,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.1.1/knock-client-0.1.1.jar
,app.knock.api,knock-client,0.1.0-beta.4,2022-07-06 15:17    136226,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.1.0-beta.4/knock-client-0.1.0-beta.4.jar
,app.knock.api,knock-client,0.1.0-beta.1,2022-07-06 14:37    136196,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.1.0-beta.1/knock-client-0.1.0-beta.1.jar
,app.knock.api,knock-client,0.1.0,2022-07-06 17:18    136226,,https://repo1.maven.org/maven2/app/knock/api/knock-client/0.1.0/knock-client-0.1.0.jar
,app.keyconnect,keyconnect-server,1.0.0,2020-12-29 17:50  56245050,,https://repo1.maven.org/maven2/app/keyconnect/keyconnect-server/1.0.0/keyconnect-server-1.0.0.jar
,app.keyconnect,keyconnect-rippled-api,1.0.0,2020-12-29 17:49    129958,,https://repo1.maven.org/maven2/app/keyconnect/keyconnect-rippled-api/1.0.0/keyconnect-rippled-api-1.0.0.jar
,app.keyconnect,keyconnect-chainbase,1.0.0,2020-12-29 17:50  51935663,,https://repo1.maven.org/maven2/app/keyconnect/keyconnect-chainbase/1.0.0/keyconnect-chainbase-1.0.0.jar
,app.keyconnect.api,keyconnect-api,1.0.0,2020-12-29 17:49    141858,,https://repo1.maven.org/maven2/app/keyconnect/api/keyconnect-api/1.0.0/keyconnect-api-1.0.0.jar
,app.keve.ktlsh,ktlsh-jmh,1.0.1,2020-06-29 21:12     56060,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh-jmh/1.0.1/ktlsh-jmh-1.0.1.jar
,app.keve.ktlsh,ktlsh-jmh,1.0.0,2020-06-28 12:16     55974,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh-jmh/1.0.0/ktlsh-jmh-1.0.0.jar
,app.keve.ktlsh,ktlsh,1.0.1,2020-06-29 21:12     29955,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh/1.0.1/ktlsh-1.0.1.jar
,app.keve.ktlsh,ktlsh,1.0.1,2020-06-29 21:12    807065,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh/1.0.1/ktlsh-1.0.1-tests.jar
,app.keve.ktlsh,ktlsh,1.0.0,2020-06-28 12:16     29400,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh/1.0.0/ktlsh-1.0.0.jar
,app.keve.ktlsh,ktlsh,1.0.0,2020-06-28 12:16    805524,,https://repo1.maven.org/maven2/app/keve/ktlsh/ktlsh/1.0.0/ktlsh-1.0.0-tests.jar
,app.k8ty,gitlab-plugin_2.12_1.0,0.0.8,2020-06-25 02:33     17537,,https://repo1.maven.org/maven2/app/k8ty/gitlab-plugin_2.12_1.0/0.0.8/gitlab-plugin-0.0.8.jar
,app.jackychu,simple.google.translate.api,1.1.0,2021-06-21 05:18     12973,,https://repo1.maven.org/maven2/app/jackychu/simple.google.translate.api/1.1.0/simple.google.translate.api-1.1.0.jar
,app.jackychu,simple.google.translate.api,1.0.0,2021-06-14 06:49     10952,,https://repo1.maven.org/maven2/app/jackychu/simple.google.translate.api/1.0.0/simple.google.translate.api-1.0.0.jar
,app.jackychu,simple.google.translate.api,1.0.0,2021-06-14 06:49    626649,,https://repo1.maven.org/maven2/app/jackychu/simple.google.translate.api/1.0.0/simple.google.translate.api-1.0.0-jar-with-dependencies.jar
,app.getxray,xray-testng-extensions,0.2.0-beta,2023-03-08 14:47     19846,,https://repo1.maven.org/maven2/app/getxray/xray-testng-extensions/0.2.0-beta/xray-testng-extensions-0.2.0-beta.jar
,app.getxray,xray-testng-extensions,0.1.0,2022-09-14 10:34      7564,,https://repo1.maven.org/maven2/app/getxray/xray-testng-extensions/0.1.0/xray-testng-extensions-0.1.0.jar
,app.getxray,xray-maven-plugin,0.7.3,2023-05-02 09:54     47081,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.7.3/xray-maven-plugin-0.7.3.jar
,app.getxray,xray-maven-plugin,0.7.2,2023-04-04 11:27     47084,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.7.2/xray-maven-plugin-0.7.2.jar
,app.getxray,xray-maven-plugin,0.7.1,2023-04-04 10:24     47002,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.7.1/xray-maven-plugin-0.7.1.jar
,app.getxray,xray-maven-plugin,0.7.0,2022-07-04 11:45     46625,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.7.0/xray-maven-plugin-0.7.0.jar
,app.getxray,xray-maven-plugin,0.6.0,2022-06-08 14:08     43292,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.6.0/xray-maven-plugin-0.6.0.jar
,app.getxray,xray-maven-plugin,0.5.0,2022-06-03 20:25     43329,,https://repo1.maven.org/maven2/app/getxray/xray-maven-plugin/0.5.0/xray-maven-plugin-0.5.0.jar
,app.getxray,xray-junit-extensions,0.6.2,2022-09-14 10:23     32213,,https://repo1.maven.org/maven2/app/getxray/xray-junit-extensions/0.6.2/xray-junit-extensions-0.6.2.jar
,app.getxray,xray-junit-extensions,0.6.1,2022-07-06 16:28     32345,,https://repo1.maven.org/maven2/app/getxray/xray-junit-extensions/0.6.1/xray-junit-extensions-0.6.1.jar
,app.getxray,xray-junit-extensions,0.6.0,2022-06-03 20:18     32171,,https://repo1.maven.org/maven2/app/getxray/xray-junit-extensions/0.6.0/xray-junit-extensions-0.6.0.jar
,app.fmgp,scala-threejs_sjs1.0-RC2_2.13,0.1-M1,2019-12-29 22:52    720242,,https://repo1.maven.org/maven2/app/fmgp/scala-threejs_sjs1.0-RC2_2.13/0.1-M1/scala-threejs_sjs1.0-RC2_2.13-0.1-M1.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M9,2023-08-17 00:34    149988,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M9/multiformats_sjs1_3-0.1.0-M9.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M8,2023-08-09 01:20    149991,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M8/multiformats_sjs1_3-0.1.0-M8.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M7,2023-08-02 14:42    149987,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M7/multiformats_sjs1_3-0.1.0-M7.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M6,2023-07-19 23:32    149988,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M6/multiformats_sjs1_3-0.1.0-M6.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M5,2023-07-12 19:20    149990,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M5/multiformats_sjs1_3-0.1.0-M5.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M4,2023-07-03 12:39    149992,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M4/multiformats_sjs1_3-0.1.0-M4.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M3,2023-06-27 00:01    149989,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M3/multiformats_sjs1_3-0.1.0-M3.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M2,2023-05-16 22:26    149559,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M2/multiformats_sjs1_3-0.1.0-M2.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M11,2023-10-18 18:49    149975,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M11/multiformats_sjs1_3-0.1.0-M11.jar
,app.fmgp,multiformats_sjs1_3,0.1.0-M10,2023-08-29 00:08    149991,,https://repo1.maven.org/maven2/app/fmgp/multiformats_sjs1_3/0.1.0-M10/multiformats_sjs1_3-0.1.0-M10.jar
,app.fmgp,multiformats_3,0.1.0-M9,2023-08-17 00:34     91509,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M9/multiformats_3-0.1.0-M9.jar
,app.fmgp,multiformats_3,0.1.0-M8,2023-08-09 01:20     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M8/multiformats_3-0.1.0-M8.jar
,app.fmgp,multiformats_3,0.1.0-M7,2023-08-02 14:42     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M7/multiformats_3-0.1.0-M7.jar
,app.fmgp,multiformats_3,0.1.0-M6,2023-07-19 23:32     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M6/multiformats_3-0.1.0-M6.jar
,app.fmgp,multiformats_3,0.1.0-M5,2023-07-12 19:20     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M5/multiformats_3-0.1.0-M5.jar
,app.fmgp,multiformats_3,0.1.0-M4,2023-07-03 12:39     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M4/multiformats_3-0.1.0-M4.jar
,app.fmgp,multiformats_3,0.1.0-M3,2023-06-27 00:01     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M3/multiformats_3-0.1.0-M3.jar
,app.fmgp,multiformats_3,0.1.0-M2,2023-05-16 22:26     90581,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M2/multiformats_3-0.1.0-M2.jar
,app.fmgp,multiformats_3,0.1.0-M11,2023-10-18 18:49     91502,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M11/multiformats_3-0.1.0-M11.jar
,app.fmgp,multiformats_3,0.1.0-M10,2023-08-29 00:08     91510,,https://repo1.maven.org/maven2/app/fmgp/multiformats_3/0.1.0-M10/multiformats_3-0.1.0-M10.jar
,app.fmgp,fmgp-threejs_2.13,0.1-M1,2019-12-29 22:52       295,,https://repo1.maven.org/maven2/app/fmgp/fmgp-threejs_2.13/0.1-M1/fmgp-threejs_2.13-0.1-M1.jar
,app.fmgp,did_sjs1_3,0.1.0-M9,2023-08-17 00:34   4008015,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M9/did_sjs1_3-0.1.0-M9.jar
,app.fmgp,did_sjs1_3,0.1.0-M8,2023-08-09 01:20   4002557,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M8/did_sjs1_3-0.1.0-M8.jar
,app.fmgp,did_sjs1_3,0.1.0-M7,2023-08-02 14:42   4000185,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M7/did_sjs1_3-0.1.0-M7.jar
,app.fmgp,did_sjs1_3,0.1.0-M6,2023-07-19 23:32   3994043,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M6/did_sjs1_3-0.1.0-M6.jar
,app.fmgp,did_sjs1_3,0.1.0-M5,2023-07-12 19:20   3736146,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M5/did_sjs1_3-0.1.0-M5.jar
,app.fmgp,did_sjs1_3,0.1.0-M4,2023-07-03 12:39   3722601,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M4/did_sjs1_3-0.1.0-M4.jar
,app.fmgp,did_sjs1_3,0.1.0-M3,2023-06-27 00:01   3115659,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M3/did_sjs1_3-0.1.0-M3.jar
,app.fmgp,did_sjs1_3,0.1.0-M2,2023-05-16 22:26   3104637,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M2/did_sjs1_3-0.1.0-M2.jar
,app.fmgp,did_sjs1_3,0.1.0-M11,2023-10-18 18:49   5104575,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M11/did_sjs1_3-0.1.0-M11.jar
,app.fmgp,did_sjs1_3,0.1.0-M10,2023-08-29 00:08   4089421,,https://repo1.maven.org/maven2/app/fmgp/did_sjs1_3/0.1.0-M10/did_sjs1_3-0.1.0-M10.jar
,app.fmgp,did_3,0.1.0-M9,2023-08-17 00:34   2370850,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M9/did_3-0.1.0-M9.jar
,app.fmgp,did_3,0.1.0-M8,2023-08-09 01:20   2367091,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M8/did_3-0.1.0-M8.jar
,app.fmgp,did_3,0.1.0-M7,2023-08-02 14:42   2365853,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M7/did_3-0.1.0-M7.jar
,app.fmgp,did_3,0.1.0-M6,2023-07-19 23:32   2361850,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M6/did_3-0.1.0-M6.jar
,app.fmgp,did_3,0.1.0-M5,2023-07-12 19:20   2207302,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M5/did_3-0.1.0-M5.jar
,app.fmgp,did_3,0.1.0-M4,2023-07-03 12:39   2200152,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M4/did_3-0.1.0-M4.jar
,app.fmgp,did_3,0.1.0-M3,2023-06-27 00:01   1842919,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M3/did_3-0.1.0-M3.jar
,app.fmgp,did_3,0.1.0-M2,2023-05-16 22:26   1807054,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M2/did_3-0.1.0-M2.jar
,app.fmgp,did_3,0.1.0-M11,2023-10-18 18:49   2952491,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M11/did_3-0.1.0-M11.jar
,app.fmgp,did_3,0.1.0-M10,2023-08-29 00:08   2418558,,https://repo1.maven.org/maven2/app/fmgp/did_3/0.1.0-M10/did_3-0.1.0-M10.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M9,2023-08-17 00:34    158063,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M9/did-method-peer_sjs1_3-0.1.0-M9.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M8,2023-08-09 01:20    158057,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M8/did-method-peer_sjs1_3-0.1.0-M8.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M7,2023-08-02 14:42    158057,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M7/did-method-peer_sjs1_3-0.1.0-M7.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M6,2023-07-19 23:32    158072,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M6/did-method-peer_sjs1_3-0.1.0-M6.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M5,2023-07-12 19:20    158070,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M5/did-method-peer_sjs1_3-0.1.0-M5.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M4,2023-07-03 12:39    158075,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M4/did-method-peer_sjs1_3-0.1.0-M4.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M3,2023-06-27 00:01    158058,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M3/did-method-peer_sjs1_3-0.1.0-M3.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M2,2023-05-16 22:26    157603,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M2/did-method-peer_sjs1_3-0.1.0-M2.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M11,2023-10-18 18:49    204844,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M11/did-method-peer_sjs1_3-0.1.0-M11.jar
,app.fmgp,did-method-peer_sjs1_3,0.1.0-M10,2023-08-29 00:08    158246,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_sjs1_3/0.1.0-M10/did-method-peer_sjs1_3-0.1.0-M10.jar
,app.fmgp,did-method-peer_3,0.1.0-M9,2023-08-17 00:34     93606,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M9/did-method-peer_3-0.1.0-M9.jar
,app.fmgp,did-method-peer_3,0.1.0-M8,2023-08-09 01:20     93606,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M8/did-method-peer_3-0.1.0-M8.jar
,app.fmgp,did-method-peer_3,0.1.0-M7,2023-08-02 14:42     93606,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M7/did-method-peer_3-0.1.0-M7.jar
,app.fmgp,did-method-peer_3,0.1.0-M6,2023-07-19 23:32     93607,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M6/did-method-peer_3-0.1.0-M6.jar
,app.fmgp,did-method-peer_3,0.1.0-M5,2023-07-12 19:20     93607,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M5/did-method-peer_3-0.1.0-M5.jar
,app.fmgp,did-method-peer_3,0.1.0-M4,2023-07-03 12:39     93606,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M4/did-method-peer_3-0.1.0-M4.jar
,app.fmgp,did-method-peer_3,0.1.0-M3,2023-06-27 00:01     93606,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M3/did-method-peer_3-0.1.0-M3.jar
,app.fmgp,did-method-peer_3,0.1.0-M2,2023-05-16 22:26     92849,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M2/did-method-peer_3-0.1.0-M2.jar
,app.fmgp,did-method-peer_3,0.1.0-M11,2023-10-18 18:49    124209,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M11/did-method-peer_3-0.1.0-M11.jar
,app.fmgp,did-method-peer_3,0.1.0-M10,2023-08-29 00:08     93788,,https://repo1.maven.org/maven2/app/fmgp/did-method-peer_3/0.1.0-M10/did-method-peer_3-0.1.0-M10.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M9,2023-08-17 00:34     89408,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M9/did-imp_sjs1_3-0.1.0-M9.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M8,2023-08-09 01:20     89405,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M8/did-imp_sjs1_3-0.1.0-M8.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M7,2023-08-02 14:42     89399,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M7/did-imp_sjs1_3-0.1.0-M7.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M6,2023-07-19 23:32     89411,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M6/did-imp_sjs1_3-0.1.0-M6.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M5,2023-07-12 19:20     89406,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M5/did-imp_sjs1_3-0.1.0-M5.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M4,2023-07-03 12:39     89522,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M4/did-imp_sjs1_3-0.1.0-M4.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M3,2023-06-27 00:01     89545,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M3/did-imp_sjs1_3-0.1.0-M3.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M2,2023-05-16 22:26     89331,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M2/did-imp_sjs1_3-0.1.0-M2.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M11,2023-10-18 18:49     89680,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M11/did-imp_sjs1_3-0.1.0-M11.jar
,app.fmgp,did-imp_sjs1_3,0.1.0-M10,2023-08-29 00:08     89585,,https://repo1.maven.org/maven2/app/fmgp/did-imp_sjs1_3/0.1.0-M10/did-imp_sjs1_3-0.1.0-M10.jar
,app.fmgp,did-imp_3,0.1.0-M9,2023-08-17 00:34    171305,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M9/did-imp_3-0.1.0-M9.jar
,app.fmgp,did-imp_3,0.1.0-M8,2023-08-09 01:20    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M8/did-imp_3-0.1.0-M8.jar
,app.fmgp,did-imp_3,0.1.0-M7,2023-08-02 14:42    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M7/did-imp_3-0.1.0-M7.jar
,app.fmgp,did-imp_3,0.1.0-M6,2023-07-19 23:32    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M6/did-imp_3-0.1.0-M6.jar
,app.fmgp,did-imp_3,0.1.0-M5,2023-07-12 19:20    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M5/did-imp_3-0.1.0-M5.jar
,app.fmgp,did-imp_3,0.1.0-M4,2023-07-03 12:39    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M4/did-imp_3-0.1.0-M4.jar
,app.fmgp,did-imp_3,0.1.0-M3,2023-06-27 00:01    171306,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M3/did-imp_3-0.1.0-M3.jar
,app.fmgp,did-imp_3,0.1.0-M2,2023-05-16 22:26    170650,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M2/did-imp_3-0.1.0-M2.jar
,app.fmgp,did-imp_3,0.1.0-M11,2023-10-18 18:49    181045,,https://repo1.maven.org/maven2/app/fmgp/did-imp_3/0.1.0-M11/did-imp_3-0.1.0-M11.jar
