,frl.driesprong,spark-stochastic-outlier-selection_2.11,0.1.0,2015-09-10 21:20     25769,,https://repo1.maven.org/maven2/frl/driesprong/spark-stochastic-outlier-selection_2.11/0.1.0/spark-stochastic-outlier-selection_2.11-0.1.0.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.4-beta,2022-08-11 22:31   1262837,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.4-beta/wisdom-jvm-0.17.4-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.3-beta,2022-08-04 20:11   1262837,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.3-beta/wisdom-jvm-0.17.3-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.2-beta,2022-07-28 18:05   1263182,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.2-beta/wisdom-jvm-0.17.2-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.12-beta,2022-11-15 23:01   1263177,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.12-beta/wisdom-jvm-0.17.12-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.11-beta,2022-11-10 20:56   1263175,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.11-beta/wisdom-jvm-0.17.11-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.10-beta,2022-11-03 20:47   1263121,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.10-beta/wisdom-jvm-0.17.10-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.1-beta,2022-07-21 23:18   1263182,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.1-beta/wisdom-jvm-0.17.1-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.17.0-beta,2022-07-14 22:40   1266417,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.17.0-beta/wisdom-jvm-0.17.0-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.7-beta,2022-07-09 01:52   1265486,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.7-beta/wisdom-jvm-0.16.7-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.6-beta,2022-07-08 20:49   1265487,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.6-beta/wisdom-jvm-0.16.6-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.5-beta,2022-07-01 21:01   1265459,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.5-beta/wisdom-jvm-0.16.5-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.4-beta,2022-06-23 21:53   1267443,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.4-beta/wisdom-jvm-0.16.4-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.3-beta,2022-06-16 20:46   1260550,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.3-beta/wisdom-jvm-0.16.3-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.2-beta,2022-06-10 17:08   1260550,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.2-beta/wisdom-jvm-0.16.2-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.1-beta,2022-06-02 21:48   1260550,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.1-beta/wisdom-jvm-0.16.1-beta.jar
,aws.sdk.kotlin,wisdom-jvm,0.16.0,2022-05-26 20:12   1260562,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom-jvm/0.16.0/wisdom-jvm-0.16.0.jar
,aws.sdk.kotlin,wisdom,0.9.5-beta,2021-12-09 21:36   1214965,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.5-beta/wisdom-0.9.5-beta.jar
,aws.sdk.kotlin,wisdom,0.9.4-beta,2021-12-02 06:00   1379160,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.4-beta/wisdom-0.9.4-beta.jar
,aws.sdk.kotlin,wisdom,0.9.3-alpha,2021-11-19 20:25   1379167,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.3-alpha/wisdom-0.9.3-alpha.jar
,aws.sdk.kotlin,wisdom,0.9.2-alpha,2021-11-11 21:50   2008034,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.2-alpha/wisdom-0.9.2-alpha.jar
,aws.sdk.kotlin,wisdom,0.9.1-alpha,2021-11-04 20:37   2008035,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.1-alpha/wisdom-0.9.1-alpha.jar
,aws.sdk.kotlin,wisdom,0.9.0-alpha,2021-10-28 21:25   2008924,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.9.0-alpha/wisdom-0.9.0-alpha.jar
,aws.sdk.kotlin,wisdom,0.8.0-alpha,2021-10-21 22:25   2008680,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.8.0-alpha/wisdom-0.8.0-alpha.jar
,aws.sdk.kotlin,wisdom,0.32.5-beta,2023-10-12 22:19       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.5-beta/wisdom-0.32.5-beta.jar
,aws.sdk.kotlin,wisdom,0.32.4-beta,2023-10-06 22:44       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.4-beta/wisdom-0.32.4-beta.jar
,aws.sdk.kotlin,wisdom,0.32.3-beta,2023-09-28 23:03       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.3-beta/wisdom-0.32.3-beta.jar
,aws.sdk.kotlin,wisdom,0.32.2-beta,2023-09-15 21:33       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.2-beta/wisdom-0.32.2-beta.jar
,aws.sdk.kotlin,wisdom,0.32.1-beta,2023-09-09 03:28       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.1-beta/wisdom-0.32.1-beta.jar
,aws.sdk.kotlin,wisdom,0.32.0-beta,2023-08-31 23:17       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.32.0-beta/wisdom-0.32.0-beta.jar
,aws.sdk.kotlin,wisdom,0.31.0-beta,2023-08-25 01:31       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.31.0-beta/wisdom-0.31.0-beta.jar
,aws.sdk.kotlin,wisdom,0.30.1-beta,2023-08-17 21:13       738,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.30.1-beta/wisdom-0.30.1-beta.jar
,aws.sdk.kotlin,wisdom,0.30.0-beta,2023-08-11 19:00       717,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.30.0-beta/wisdom-0.30.0-beta.jar
,aws.sdk.kotlin,wisdom,0.29.1-beta,2023-07-27 21:53    185981,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.29.1-beta/wisdom-0.29.1-beta.jar
,aws.sdk.kotlin,wisdom,0.29.1-beta,2023-07-27 21:53       717,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.29.1-beta/wisdom-0.29.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.29.0-beta,2023-07-20 22:50    183333,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.29.0-beta/wisdom-0.29.0-beta.jar
,aws.sdk.kotlin,wisdom,0.29.0-beta,2023-07-20 22:50       717,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.29.0-beta/wisdom-0.29.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.28.2-beta,2023-07-13 21:12    183218,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.2-beta/wisdom-0.28.2-beta.jar
,aws.sdk.kotlin,wisdom,0.28.2-beta,2023-07-13 21:12       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.2-beta/wisdom-0.28.2-beta-all.jar
,aws.sdk.kotlin,wisdom,0.28.1-beta,2023-07-06 22:31    183219,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.1-beta/wisdom-0.28.1-beta.jar
,aws.sdk.kotlin,wisdom,0.28.1-beta,2023-07-06 22:31       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.1-beta/wisdom-0.28.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.28.0-beta,2023-06-29 19:22    183219,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.0-beta/wisdom-0.28.0-beta.jar
,aws.sdk.kotlin,wisdom,0.28.0-beta,2023-06-29 19:22       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.28.0-beta/wisdom-0.28.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.27.2-beta,2023-06-22 20:35    183067,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.2-beta/wisdom-0.27.2-beta.jar
,aws.sdk.kotlin,wisdom,0.27.2-beta,2023-06-22 20:35       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.2-beta/wisdom-0.27.2-beta-all.jar
,aws.sdk.kotlin,wisdom,0.27.1-beta,2023-06-19 19:20    183068,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.1-beta/wisdom-0.27.1-beta.jar
,aws.sdk.kotlin,wisdom,0.27.1-beta,2023-06-19 19:20       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.1-beta/wisdom-0.27.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.27.0-beta,2023-06-09 15:54    183067,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.0-beta/wisdom-0.27.0-beta.jar
,aws.sdk.kotlin,wisdom,0.27.0-beta,2023-06-09 15:54       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.27.0-beta/wisdom-0.27.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.26.1-beta,2023-06-01 20:44    183068,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.26.1-beta/wisdom-0.26.1-beta.jar
,aws.sdk.kotlin,wisdom,0.26.1-beta,2023-06-01 20:44       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.26.1-beta/wisdom-0.26.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.26.0-beta,2023-05-25 21:16    183068,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.26.0-beta/wisdom-0.26.0-beta.jar
,aws.sdk.kotlin,wisdom,0.26.0-beta,2023-05-25 21:16       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.26.0-beta/wisdom-0.26.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.25.0-beta,2023-05-20 00:01    183068,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.25.0-beta/wisdom-0.25.0-beta.jar
,aws.sdk.kotlin,wisdom,0.25.0-beta,2023-05-20 00:01       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.25.0-beta/wisdom-0.25.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.24.0-beta,2023-05-13 00:17    182911,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.24.0-beta/wisdom-0.24.0-beta.jar
,aws.sdk.kotlin,wisdom,0.24.0-beta,2023-05-13 00:17       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.24.0-beta/wisdom-0.24.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.23.0-beta,2023-05-04 19:12    182911,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.23.0-beta/wisdom-0.23.0-beta.jar
,aws.sdk.kotlin,wisdom,0.23.0-beta,2023-05-04 19:12       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.23.0-beta/wisdom-0.23.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.22.1-beta,2023-04-21 18:27    182911,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.22.1-beta/wisdom-0.22.1-beta.jar
,aws.sdk.kotlin,wisdom,0.22.1-beta,2023-04-21 18:27       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.22.1-beta/wisdom-0.22.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.22.0-beta,2023-04-14 17:57    183138,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.22.0-beta/wisdom-0.22.0-beta.jar
,aws.sdk.kotlin,wisdom,0.22.0-beta,2023-04-14 17:57       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.22.0-beta/wisdom-0.22.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.5-beta,2023-04-06 20:57    180145,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.5-beta/wisdom-0.21.5-beta.jar
,aws.sdk.kotlin,wisdom,0.21.5-beta,2023-04-06 20:57       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.5-beta/wisdom-0.21.5-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.4-beta,2023-03-30 18:47    180117,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.4-beta/wisdom-0.21.4-beta.jar
,aws.sdk.kotlin,wisdom,0.21.4-beta,2023-03-30 18:47       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.4-beta/wisdom-0.21.4-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.3-beta,2023-03-16 23:49    180116,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.3-beta/wisdom-0.21.3-beta.jar
,aws.sdk.kotlin,wisdom,0.21.3-beta,2023-03-16 23:49       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.3-beta/wisdom-0.21.3-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.2-beta,2023-03-10 00:23    180113,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.2-beta/wisdom-0.21.2-beta.jar
,aws.sdk.kotlin,wisdom,0.21.2-beta,2023-03-10 00:23       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.2-beta/wisdom-0.21.2-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.1-beta,2023-03-03 00:34    180103,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.1-beta/wisdom-0.21.1-beta.jar
,aws.sdk.kotlin,wisdom,0.21.1-beta,2023-03-03 00:34       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.1-beta/wisdom-0.21.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.21.0-beta,2023-02-24 19:03    180104,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.0-beta/wisdom-0.21.0-beta.jar
,aws.sdk.kotlin,wisdom,0.21.0-beta,2023-02-24 19:03       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.21.0-beta/wisdom-0.21.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.20.3-beta,2023-02-17 00:30    180098,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.3-beta/wisdom-0.20.3-beta.jar
,aws.sdk.kotlin,wisdom,0.20.3-beta,2023-02-17 00:30       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.3-beta/wisdom-0.20.3-beta-all.jar
,aws.sdk.kotlin,wisdom,0.20.2-beta,2023-02-10 02:01    180096,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.2-beta/wisdom-0.20.2-beta.jar
,aws.sdk.kotlin,wisdom,0.20.2-beta,2023-02-10 02:01       715,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.2-beta/wisdom-0.20.2-beta-all.jar
,aws.sdk.kotlin,wisdom,0.20.1-beta,2023-02-07 00:10    180600,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.1-beta/wisdom-0.20.1-beta.jar
,aws.sdk.kotlin,wisdom,0.20.1-beta,2023-02-07 00:10       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.1-beta/wisdom-0.20.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.20.0-beta,2023-01-31 20:11    180599,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.0-beta/wisdom-0.20.0-beta.jar
,aws.sdk.kotlin,wisdom,0.20.0-beta,2023-01-31 20:11       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.20.0-beta/wisdom-0.20.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.5-beta,2023-01-19 22:25    180444,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.5-beta/wisdom-0.19.5-beta.jar
,aws.sdk.kotlin,wisdom,0.19.5-beta,2023-01-19 22:25       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.5-beta/wisdom-0.19.5-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.4-beta,2023-01-14 00:55    180444,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.4-beta/wisdom-0.19.4-beta.jar
,aws.sdk.kotlin,wisdom,0.19.4-beta,2023-01-14 00:55       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.4-beta/wisdom-0.19.4-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.3-beta,2023-01-12 21:41    180444,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.3-beta/wisdom-0.19.3-beta.jar
,aws.sdk.kotlin,wisdom,0.19.3-beta,2023-01-12 21:41       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.3-beta/wisdom-0.19.3-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.2-beta,2022-12-23 00:23    180253,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.2-beta/wisdom-0.19.2-beta.jar
,aws.sdk.kotlin,wisdom,0.19.2-beta,2022-12-23 00:23       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.2-beta/wisdom-0.19.2-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.1-beta,2022-12-15 22:51    180253,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.1-beta/wisdom-0.19.1-beta.jar
,aws.sdk.kotlin,wisdom,0.19.1-beta,2022-12-15 22:51       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.1-beta/wisdom-0.19.1-beta-all.jar
,aws.sdk.kotlin,wisdom,0.19.0-beta,2022-12-01 21:40    180254,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.0-beta/wisdom-0.19.0-beta.jar
,aws.sdk.kotlin,wisdom,0.19.0-beta,2022-12-01 21:40       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.19.0-beta/wisdom-0.19.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.18.0-beta,2022-11-23 21:38    180254,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.18.0-beta/wisdom-0.18.0-beta.jar
,aws.sdk.kotlin,wisdom,0.18.0-beta,2022-11-23 21:38       702,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.18.0-beta/wisdom-0.18.0-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.9-beta,2022-10-27 20:04    184306,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.9-beta/wisdom-0.17.9-beta.jar
,aws.sdk.kotlin,wisdom,0.17.9-beta,2022-10-27 20:04       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.9-beta/wisdom-0.17.9-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.8-beta,2022-10-14 21:44    184307,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.8-beta/wisdom-0.17.8-beta.jar
,aws.sdk.kotlin,wisdom,0.17.8-beta,2022-10-14 21:44       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.8-beta/wisdom-0.17.8-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.7-beta,2022-10-03 19:19       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.7-beta/wisdom-0.17.7-beta.jar
,aws.sdk.kotlin,wisdom,0.17.6-beta,2022-09-19 19:49       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.6-beta/wisdom-0.17.6-beta.jar
,aws.sdk.kotlin,wisdom,0.17.5-beta,2022-08-19 00:38       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.5-beta/wisdom-0.17.5-beta.jar
,aws.sdk.kotlin,wisdom,0.17.4-beta,2022-08-11 22:31       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.4-beta/wisdom-0.17.4-beta.jar
,aws.sdk.kotlin,wisdom,0.17.3-beta,2022-08-04 20:11       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.3-beta/wisdom-0.17.3-beta.jar
,aws.sdk.kotlin,wisdom,0.17.2-beta,2022-07-28 18:05       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.2-beta/wisdom-0.17.2-beta.jar
,aws.sdk.kotlin,wisdom,0.17.12-beta,2022-11-15 23:01    177313,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.12-beta/wisdom-0.17.12-beta.jar
,aws.sdk.kotlin,wisdom,0.17.12-beta,2022-11-15 23:01       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.12-beta/wisdom-0.17.12-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.11-beta,2022-11-10 20:56    177313,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.11-beta/wisdom-0.17.11-beta.jar
,aws.sdk.kotlin,wisdom,0.17.11-beta,2022-11-10 20:56       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.11-beta/wisdom-0.17.11-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.10-beta,2022-11-03 20:47    177313,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.10-beta/wisdom-0.17.10-beta.jar
,aws.sdk.kotlin,wisdom,0.17.10-beta,2022-11-03 20:47       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.10-beta/wisdom-0.17.10-beta-all.jar
,aws.sdk.kotlin,wisdom,0.17.1-beta,2022-07-21 23:18       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.1-beta/wisdom-0.17.1-beta.jar
,aws.sdk.kotlin,wisdom,0.17.0-beta,2022-07-14 22:40       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.17.0-beta/wisdom-0.17.0-beta.jar
,aws.sdk.kotlin,wisdom,0.16.7-beta,2022-07-09 01:52       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.7-beta/wisdom-0.16.7-beta.jar
,aws.sdk.kotlin,wisdom,0.16.6-beta,2022-07-08 20:49       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.6-beta/wisdom-0.16.6-beta.jar
,aws.sdk.kotlin,wisdom,0.16.5-beta,2022-07-01 21:01       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.5-beta/wisdom-0.16.5-beta.jar
,aws.sdk.kotlin,wisdom,0.16.4-beta,2022-06-23 21:53       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.4-beta/wisdom-0.16.4-beta.jar
,aws.sdk.kotlin,wisdom,0.16.3-beta,2022-06-16 20:46       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.3-beta/wisdom-0.16.3-beta.jar
,aws.sdk.kotlin,wisdom,0.16.2-beta,2022-06-10 17:08       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.2-beta/wisdom-0.16.2-beta.jar
,aws.sdk.kotlin,wisdom,0.16.1-beta,2022-06-02 21:48       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.1-beta/wisdom-0.16.1-beta.jar
,aws.sdk.kotlin,wisdom,0.16.0,2022-05-26 20:12       694,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.16.0/wisdom-0.16.0.jar
,aws.sdk.kotlin,wisdom,0.15.2-beta,2022-05-13 19:08   1259760,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.15.2-beta/wisdom-0.15.2-beta.jar
,aws.sdk.kotlin,wisdom,0.15.1-beta,2022-04-29 20:26   1255388,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.15.1-beta/wisdom-0.15.1-beta.jar
,aws.sdk.kotlin,wisdom,0.15.0,2022-04-29 18:40   1255381,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.15.0/wisdom-0.15.0.jar
,aws.sdk.kotlin,wisdom,0.14.4-beta,2022-04-21 20:33   1252064,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.14.4-beta/wisdom-0.14.4-beta.jar
,aws.sdk.kotlin,wisdom,0.14.3-beta,2022-04-14 19:48   1212757,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.14.3-beta/wisdom-0.14.3-beta.jar
,aws.sdk.kotlin,wisdom,0.14.2-beta,2022-04-07 19:14   1211864,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.14.2-beta/wisdom-0.14.2-beta.jar
,aws.sdk.kotlin,wisdom,0.14.1-beta,2022-03-31 21:37   1212294,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.14.1-beta/wisdom-0.14.1-beta.jar
,aws.sdk.kotlin,wisdom,0.14.0-beta,2022-03-24 21:59   1212295,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.14.0-beta/wisdom-0.14.0-beta.jar
,aws.sdk.kotlin,wisdom,0.13.1-beta,2022-02-25 21:07   1212214,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.13.1-beta/wisdom-0.13.1-beta.jar
,aws.sdk.kotlin,wisdom,0.13.0-beta,2022-02-17 22:35   1212215,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.13.0-beta/wisdom-0.13.0-beta.jar
,aws.sdk.kotlin,wisdom,0.12.0-beta,2022-02-04 20:42   1216153,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.12.0-beta/wisdom-0.12.0-beta.jar
,aws.sdk.kotlin,wisdom,0.11.0-beta,2022-01-20 21:59   1215860,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.11.0-beta/wisdom-0.11.0-beta.jar
,aws.sdk.kotlin,wisdom,0.10.1-beta,2022-01-13 19:54   1215856,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.10.1-beta/wisdom-0.10.1-beta.jar
,aws.sdk.kotlin,wisdom,0.10.0-beta,2022-01-06 22:44   1215860,,https://repo1.maven.org/maven2/aws/sdk/kotlin/wisdom/0.10.0-beta/wisdom-0.10.0-beta.jar
