Compiled from "NumberMathModificationInfo.java"
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #705                // Method orSlow:(BI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(byte, int);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long or(byte, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #211                // Field byte_or:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #707                // Method orSlow:(BJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lor
      19: lreturn

  private static long orSlow(byte, long);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #209                // String or
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int or(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #213                // Field short_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #709                // Method orSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int or(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #213                // Field short_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #711                // Method orSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int or(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #213                // Field short_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #713                // Method orSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long or(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #213                // Field short_or:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #715                // Method orSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lor
      19: lreturn

  private static long orSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #209                // String or
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int or(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #215                // Field int_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #717                // Method orSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int or(int, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #215                // Field int_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #719                // Method orSlow:(IS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(int, short);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int or(int, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #215                // Field int_or:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #721                // Method orSlow:(II)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ior
      18: ireturn

  private static int orSlow(int, int);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #209                // String or
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long or(int, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #215                // Field int_or:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #723                // Method orSlow:(IJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lor
      19: lreturn

  private static long orSlow(int, long);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #209                // String or
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long or(long, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #217                // Field long_or:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #725                // Method orSlow:(JB)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: lor
      19: lreturn

  private static long orSlow(long, byte);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #209                // String or
       6: iload_2
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long or(long, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #217                // Field long_or:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #727                // Method orSlow:(JS)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: lor
      19: lreturn

  private static long orSlow(long, short);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #209                // String or
       6: iload_2
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long or(long, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #217                // Field long_or:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #729                // Method orSlow:(JI)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: lor
      19: lreturn

  private static long orSlow(long, int);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #209                // String or
       6: iload_2
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long or(long, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #217                // Field long_or:Z
       6: ifeq          15
       9: lload_0
      10: lload_2
      11: invokestatic  #731                // Method orSlow:(JJ)J
      14: lreturn
      15: lload_0
      16: lload_2
      17: lor
      18: lreturn

  private static long orSlow(long, long);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #209                // String or
       6: lload_2
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int and(byte, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #225                // Field byte_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #734                // Method andSlow:(BB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(byte, byte);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(byte, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #225                // Field byte_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #736                // Method andSlow:(BS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(byte, short);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(byte, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #225                // Field byte_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #738                // Method andSlow:(BI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(byte, int);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long and(byte, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #225                // Field byte_and:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #740                // Method andSlow:(BJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: land
      19: lreturn

  private static long andSlow(byte, long);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #223                // String and
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int and(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #227                // Field short_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #742                // Method andSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #227                // Field short_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #744                // Method andSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #227                // Field short_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #746                // Method andSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long and(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #227                // Field short_and:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #748                // Method andSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: land
      19: lreturn

  private static long andSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #223                // String and
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int and(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #229                // Field int_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #750                // Method andSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(int, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #229                // Field int_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #752                // Method andSlow:(IS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(int, short);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int and(int, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #229                // Field int_and:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #754                // Method andSlow:(II)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iand
      18: ireturn

  private static int andSlow(int, int);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #223                // String and
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long and(int, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #229                // Field int_and:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #756                // Method andSlow:(IJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: land
      19: lreturn

  private static long andSlow(int, long);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #223                // String and
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long and(long, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #231                // Field long_and:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #758                // Method andSlow:(JB)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: land
      19: lreturn

  private static long andSlow(long, byte);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #223                // String and
       6: iload_2
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long and(long, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #231                // Field long_and:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #760                // Method andSlow:(JS)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: land
      19: lreturn

  private static long andSlow(long, short);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #223                // String and
       6: iload_2
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long and(long, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #231                // Field long_and:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #762                // Method andSlow:(JI)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: land
      19: lreturn

  private static long andSlow(long, int);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #223                // String and
       6: iload_2
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static long and(long, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #231                // Field long_and:Z
       6: ifeq          15
       9: lload_0
      10: lload_2
      11: invokestatic  #764                // Method andSlow:(JJ)J
      14: lreturn
      15: lload_0
      16: lload_2
      17: land
      18: lreturn

  private static long andSlow(long, long);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc           #223                // String and
       6: lload_2
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
